index,id,name,description,group_id,group_description
6165,QIT-05,Bias in selection of the reported result,-1,QIG-05.01,Adverse events
6166,QIT-05,Bias in selection of the reported result,-1,QIG-05.05,Symptom resolution: mean time to recovery (days)
6167,QIT-05,Bias in selection of the reported result,-1,QIG-05.10,All-cause mortality at up to day 30
6168,QIT-06,Overall bias,-1,QIG-06.01,Adverse events
6169,QIT-06,Overall bias,-1,QIG-06.05,Symptom resolution: mean time to recovery (days)
6170,QIT-06,Overall bias,-1,QIG-06.10,All-cause mortality at up to day 30
6171,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.12,All-cause mortality at 28 days
6172,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.13,All-cause mortality at 28 days
6173,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.14,All-cause mortality at 28 days
6174,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.15,All-cause mortality at 28 days
6175,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.16,Adverse events at any grade
6176,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.17,Adverse events at any grade
6177,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.18,Adverse events at any grade
6178,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.19,Adverse events at any grade
6179,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.20,Improvement of clinical status: number of participants discharged on day 28
6180,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.21,Improvement of clinical status: number of participants discharged on day 28
6181,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.22,Improvement of clinical status: number of participants discharged on day 28
6182,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.23,Improvement of clinical status: number of participants discharged on day 28
6183,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.01,All-cause mortality at 28 days
6184,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.02,Mortality (time to event)
6185,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.03,Adverse events at any grade on day 1
6186,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.04,Adverse events at grades 3 to 4 severity
6187,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.05,"Clinical improvement: number of participants discharged, or reaching category 1 on the WHO scale on day 28"
6188,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.06,Clinical worsening: clinical status worsened on day 7
6189,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.32,Number of participants with serious adverse events or death up to day 28
6190,QIT-03,Bias due to missing outcome data,-1,QIG-03.12,All-cause mortality at 28 days
6191,QIT-03,Bias due to missing outcome data,-1,QIG-03.13,All-cause mortality at 28 days
6192,QIT-03,Bias due to missing outcome data,-1,QIG-03.14,All-cause mortality at 28 days
6193,QIT-03,Bias due to missing outcome data,-1,QIG-03.15,All-cause mortality at 28 days
6194,QIT-03,Bias due to missing outcome data,-1,QIG-03.16,Adverse events at any grade
6195,QIT-03,Bias due to missing outcome data,-1,QIG-03.17,Adverse events at any grade
6196,QIT-03,Bias due to missing outcome data,-1,QIG-03.18,Adverse events at any grade
6197,QIT-03,Bias due to missing outcome data,-1,QIG-03.19,Adverse events at any grade
6198,QIT-03,Bias due to missing outcome data,-1,QIG-03.20,Improvement of clinical status: number of participants discharged on day 28
6199,QIT-03,Bias due to missing outcome data,-1,QIG-03.21,Improvement of clinical status: number of participants discharged on day 28
6200,QIT-03,Bias due to missing outcome data,-1,QIG-03.22,Improvement of clinical status: number of participants discharged on day 28
6201,QIT-03,Bias due to missing outcome data,-1,QIG-03.23,Improvement of clinical status: number of participants discharged on day 28
6202,QIT-03,Bias due to missing outcome data,-1,QIG-03.01,All-cause mortality at 28 days
6203,QIT-03,Bias due to missing outcome data,-1,QIG-03.02,Mortality (time to event)
6204,QIT-03,Bias due to missing outcome data,-1,QIG-03.03,Adverse events at any grade on day 1
6205,QIT-03,Bias due to missing outcome data,-1,QIG-03.04,Adverse events at grades 3 to 4 severity
6206,QIT-03,Bias due to missing outcome data,-1,QIG-03.05,"Clinical improvement: number of participants discharged, or reaching category 1 on the WHO scale on day 28"
6207,QIT-03,Bias due to missing outcome data,-1,QIG-03.06,Clinical worsening: clinical status worsened on day 7
6208,QIT-03,Bias due to missing outcome data,-1,QIG-03.32,Number of participants with serious adverse events or death up to day 28
6209,QIT-04,Bias in measurement of the outcome,-1,QIG-04.12,All-cause mortality at 28 days
6210,QIT-04,Bias in measurement of the outcome,-1,QIG-04.13,All-cause mortality at 28 days
6211,QIT-04,Bias in measurement of the outcome,-1,QIG-04.14,All-cause mortality at 28 days
6212,QIT-04,Bias in measurement of the outcome,-1,QIG-04.15,All-cause mortality at 28 days
6213,QIT-04,Bias in measurement of the outcome,-1,QIG-04.16,Adverse events at any grade
6214,QIT-04,Bias in measurement of the outcome,-1,QIG-04.17,Adverse events at any grade
6215,QIT-04,Bias in measurement of the outcome,-1,QIG-04.18,Adverse events at any grade
6216,QIT-04,Bias in measurement of the outcome,-1,QIG-04.19,Adverse events at any grade
6217,QIT-04,Bias in measurement of the outcome,-1,QIG-04.20,Improvement of clinical status: number of participants discharged on day 28
6218,QIT-04,Bias in measurement of the outcome,-1,QIG-04.21,Improvement of clinical status: number of participants discharged on day 28
6219,QIT-04,Bias in measurement of the outcome,-1,QIG-04.22,Improvement of clinical status: number of participants discharged on day 28
6220,QIT-04,Bias in measurement of the outcome,-1,QIG-04.23,Improvement of clinical status: number of participants discharged on day 28
6221,QIT-04,Bias in measurement of the outcome,-1,QIG-04.01,All-cause mortality at 28 days
6222,QIT-04,Bias in measurement of the outcome,-1,QIG-04.02,Mortality (time to event)
6223,QIT-04,Bias in measurement of the outcome,-1,QIG-04.03,Adverse events at any grade on day 1
6224,QIT-04,Bias in measurement of the outcome,-1,QIG-04.04,Adverse events at grades 3 to 4 severity
6225,QIT-04,Bias in measurement of the outcome,-1,QIG-04.05,"Clinical improvement: number of participants discharged, or reaching category 1 on the WHO scale on day 28"
6226,QIT-04,Bias in measurement of the outcome,-1,QIG-04.06,Clinical worsening: clinical status worsened on day 7
6227,QIT-04,Bias in measurement of the outcome,-1,QIG-04.32,Number of participants with serious adverse events or death up to day 28
6228,QIT-05,Bias in selection of the reported result,-1,QIG-05.12,All-cause mortality at 28 days
6229,QIT-05,Bias in selection of the reported result,-1,QIG-05.13,All-cause mortality at 28 days
6230,QIT-05,Bias in selection of the reported result,-1,QIG-05.14,All-cause mortality at 28 days
6231,QIT-05,Bias in selection of the reported result,-1,QIG-05.15,All-cause mortality at 28 days
6232,QIT-05,Bias in selection of the reported result,-1,QIG-05.16,Adverse events at any grade
6233,QIT-05,Bias in selection of the reported result,-1,QIG-05.17,Adverse events at any grade
6234,QIT-05,Bias in selection of the reported result,-1,QIG-05.18,Adverse events at any grade
6235,QIT-05,Bias in selection of the reported result,-1,QIG-05.19,Adverse events at any grade
6236,QIT-05,Bias in selection of the reported result,-1,QIG-05.20,Improvement of clinical status: number of participants discharged on day 28
6237,QIT-05,Bias in selection of the reported result,-1,QIG-05.21,Improvement of clinical status: number of participants discharged on day 28
6238,QIT-05,Bias in selection of the reported result,-1,QIG-05.22,Improvement of clinical status: number of participants discharged on day 28
6239,QIT-05,Bias in selection of the reported result,-1,QIG-05.23,Improvement of clinical status: number of participants discharged on day 28
6240,QIT-05,Bias in selection of the reported result,-1,QIG-05.01,All-cause mortality at 28 days
6241,QIT-05,Bias in selection of the reported result,-1,QIG-05.02,Mortality (time to event)
6242,QIT-05,Bias in selection of the reported result,-1,QIG-05.03,Adverse events at any grade on day 1
6243,QIT-05,Bias in selection of the reported result,-1,QIG-05.04,Adverse events at grades 3 to 4 severity
6244,QIT-05,Bias in selection of the reported result,-1,QIG-05.05,"Clinical improvement: number of participants discharged, or reaching category 1 on the WHO scale on day 28"
6245,QIT-05,Bias in selection of the reported result,-1,QIG-05.06,Clinical worsening: clinical status worsened on day 7
6246,QIT-05,Bias in selection of the reported result,-1,QIG-05.32,Number of participants with serious adverse events or death up to day 28
6247,QIT-06,Overall bias,-1,QIG-06.12,All-cause mortality at 28 days
6248,QIT-06,Overall bias,-1,QIG-06.13,All-cause mortality at 28 days
6249,QIT-06,Overall bias,-1,QIG-06.14,All-cause mortality at 28 days
6250,QIT-06,Overall bias,-1,QIG-06.15,All-cause mortality at 28 days
6251,QIT-06,Overall bias,-1,QIG-06.16,Adverse events at any grade
6252,QIT-06,Overall bias,-1,QIG-06.17,Adverse events at any grade
6253,QIT-06,Overall bias,-1,QIG-06.18,Adverse events at any grade
6254,QIT-06,Overall bias,-1,QIG-06.19,Adverse events at any grade
6255,QIT-06,Overall bias,-1,QIG-06.20,Improvement of clinical status: number of participants discharged on day 28
6256,QIT-06,Overall bias,-1,QIG-06.21,Improvement of clinical status: number of participants discharged on day 28
6257,QIT-06,Overall bias,-1,QIG-06.22,Improvement of clinical status: number of participants discharged on day 28
6258,QIT-06,Overall bias,-1,QIG-06.23,Improvement of clinical status: number of participants discharged on day 28
6259,QIT-06,Overall bias,-1,QIG-06.01,All-cause mortality at 28 days
6260,QIT-06,Overall bias,-1,QIG-06.02,Mortality (time to event)
6261,QIT-06,Overall bias,-1,QIG-06.03,Adverse events at any grade on day 1
6262,QIT-06,Overall bias,-1,QIG-06.04,Adverse events at grades 3 to 4 severity
6263,QIT-06,Overall bias,-1,QIG-06.05,"Clinical improvement: number of participants discharged, or reaching category 1 on the WHO scale on day 28"
6264,QIT-06,Overall bias,-1,QIG-06.06,Clinical worsening: clinical status worsened on day 7
6265,QIT-06,Overall bias,-1,QIG-06.32,Number of participants with serious adverse events or death up to day 28
6266,QIT-08,Recruitment bias (cluster-RCTs),-1,-1,-1
6267,QIT-09,Comparability with individually randomised trials (cluster-RCTs),-1,-1,-1
6268,QIT-10,Loss of clusters (cluster-RCTs),-1,-1,-1
6269,QIT-11,Baseline imbalance (cluster-RCTs),-1,-1,-1
6270,QIT-12,Incorrect analysis (cluster-RCTs),-1,-1,-1
6271,QIT-13,Overall risk of bias,-1,-1,-1
6272,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.01,All-cause mortality up to day 28
6273,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.12,All-cause mortality up to day 28
6274,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.14,All-cause mortality up to day 28
6275,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.02,All-cause mortality up to day 60
6276,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.03,Improvement in clinical status: alive and without need for stationary medical care at day 28
6277,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.05,All-cause mortality within 28 days (time to event)
6278,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.06,All-cause mortality within 60 days (time to event)
6279,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.07,Adverse events (any grade)
6280,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.09,Serious adverse events
6281,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.11,Secondary infection
6282,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.13,All-cause mortality up to day 28
6283,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.15,All-cause mortality up to day 60
6284,QIT-02,Bias due to deviations from intended interventions,-1,QIG-02.16,All-cause mortality within 28 days (time to event)
