index,review_code,title
1799,CD013505,CD013505 v. 1.0 Metformin for ovulation induction (excluding gonadotrophins) in women with polycystic ovary syndrome
1800,CD013506,CD013506 v. 1.39 Magnesium sulfate for acute exacerbations of chronic obstructive pulmonary disease
1801,CD013512,CD013512 v. 3.3 Transepithelial versus epithelium-off corneal crosslinking for progressive keratoconus
1802,CD013514,CD013514 v. 2.8 Ginkgo biloba for tinnitus
1803,CD013515,CD013515 v. 2.9 Psychological therapies for temporomandibular disorders (TMDs)
1804,CD013516,CD013516 v. 2.0 Pioglitazone for prevention or delay of type 2 diabetes mellitus and its associated complications in
1805,CD013519,CD013519 v. 1.76 Acupuncture for treating overactive bladder in adults
1806,CD013527,CD013527 v. 1.150 Physical activity and education about physical activity for chronic musculoskeletal pain in children
1807,CD013529,CD013529 v. 1.72 Interventions for treating iron deficiency anaemia in inflammatory bowel disease
1808,CD013538,CD013538 v. 1.16 Ovarian suppression for adjuvant treatment of hormone receptor-positive early breast cancer
1809,CD013544,CD013544 v. 4.1 Interventions for promoting physical activity in people with neuromuscular disease
1810,CD013558,CD013558 v. 2.15 Oxygenation during the apnoeic phase preceding intubation in adults in prehospital emergency depart
1811,CD013560,CD013560 v. 1.148 Antidepressant treatment for postnatal depression
1812,CD013569,CD013569 v. 2.13 Supervised maintenance programmes following pulmonary rehabilitation compared to usual care for chro
1813,CD013572,CD013572 v. 2.10 Multi-domain interventions for the prevention of dementia and cognitive decline
1814,CD013573,CD013573 v. 1.37 Pharmacological interventions for asymptomatic carotid stenosis
1815,CD013577,CD013577 v. 1.0 Epidural corticosteroid injections for lumbosacral radicular pain
1816,CD013579,CD013579 v. 2.3 Treatment options for progression or recurrence of glioblastoma a network meta-analysis
1817,CD013585,CD013585 v. 1.79 Ultrasound guidance for arterial (other than femoral) catheterisation in adults
1818,CD013587,CD013587 v. 2.53 Chloroquine or hydroxychloroquine for prevention and treatment of COVID-19
1819,CD013594,CD013594 v. 1.0 Treating progressive disseminated histoplasmosis in people living with HIV
1820,CD013600,CD013600 v. 4.35 Convalescent plasma for people with COVID-19 a living systematic review
1821,CD013601,CD013601 v. 2.5 Carnitine supplements for people with chronic kidney disease requiring dialysis
1822,CD013609,CD013609 v. 2.10 Interventions for treating supracondylar elbow fractures in children
1823,CD013610,CD013610 v. 2.14 Interventions for improving adherence to airway clearance treatment and exercise in people with cyst
1824,CD013611,CD013611 v. 1.7 Vedolizumab for induction and maintenance of remission in Crohn's disease
1825,CD013620,CD013620 v. 2.1 Alternating pressure (active) air surfaces for preventing pressure ulcers
1826,CD013621,CD013621 v. 2.0 Foam surfaces for preventing pressure ulcers
1827,CD013630,CD013630 v. 2.0 Intraoperative imaging technology to maximise extent of resection for glioma a network meta-analysi
1828,CD013633,CD013633 v. 1.0 Strategies for optimising antenatal corticosteroid administration for women with anticipated preterm
1829,CD013636,CD013636 v. 2.0 Effects of total fat intake on body fatness in adults
1830,CD013656,CD013656 v. 2.11 Minimally invasive treatments for lower urinary tract symptoms in men with benign prostatic hyperpla
1831,CD013662,CD013662 v. 1.40 Prehabilitation exercise therapy before elective abdominal aortic aneurysm repair
1832,CD013663,CD013663 v. 1.0 Mechanical and surgical interventions for treating primary postpartum haemorrhage
1833,CD013667,CD013667 v. 2.220 Interventions for self-harm in children and adolescents
1834,CD013668,CD013668 v. 1.380 Psychosocial interventions for self-harm in adults
1835,CD013674,CD013674 v. 2.12 New generation antidepressants for depression in children and adolescents a network meta-analysis
1836,CD013679,CD013679 v. 1.0 Targeted client communication via mobile devices for improving maternal neonatal and child health
1837,CD013680,CD013680 v. 1.0 Targeted client communication via mobile devices for improving sexual and reproductive health
1838,CD013683,CD013683 v. 1.22 Pharmacological interventions for preventing venous thromboembolism in people undergoing bariatric s
1839,CD013684,CD013684 v. 1.7 Psychological interventions to foster resilience in healthcare students
1840,CD013686,CD013686 v. 3.0 Interventions to reduce contaminated aerosols produced during dental procedures for preventing infec
1841,CD013690,CD013690 v. 11.6 Type of anaesthesia for acute ischaemic stroke endovascular treatment
1842,CD013696,CD013696 v. 2.3 Mindfulness for smoking cessation
1843,CD013700,CD013700 v. 2.11 Treatment for gastrointestinal and pancreatic neuroendocrine tumours a network meta-analysis
1844,CD013710,CD013710 v. 2.16 Negative pressure wound therapy for managing the open abdomen in non-trauma patients
1845,CD013712,CD013712 v. 2.12 Trunk training following stroke
1846,CD013733,CD013733 v. 2.10 Digital technology for monitoring adherence to inhaled therapies in people with cystic fibrosis
1847,CD013750,CD013750 v. 2.0 Platinum-containing regimens for triple-negative metastatic breast cancer
1848,CD013751,CD013751 v. 2.9 Hypoxia-inducible factor stabilisers for the anaemia of chronic kidney disease
1849,CD013756,CD013756 v. 3.3 Implanted spinal neuromodulation interventions for chronic pain in adults
1850,CD013766,CD013766 v. 8.6 Psychological interventions for improving adherence to inhaled therapies in people with cystic fibro
1851,CD013776,CD013776 v. 2.11 Blue versus white light for transurethral resection of non-muscle invasive bladder cancer
1852,CD013778,CD013778 v. 2.14 Inspiratory muscle training with or without concomitant pulmonary rehabilitation for chronic obstr
1853,CD013814,CD013814 v. 1.3 Acupuncture for chronic nonspecific low back pain
1854,CD013817,CD013817 v. 2.10 Rho kinase inhibitor for primary open-angle glaucoma and ocular hypertension
1855,CD013820,CD013820 v. 12.6 Social network interventions to support cardiac rehabilitation and secondary prevention in the manag
1856,CD013825,CD013825 v. 2.13 SARS-CoV-2-neutralising monoclonal antibodies for treatment of COVID-19
1857,CD013826,CD013826 v. 2.9 Preprocedural mouth rinses for preventing transmission of infectious diseases through aerosols in de
1858,CD013829,CD013829 v. 4.4 Impact of low-dose computed tomography (LDCT) screening on lung cancer-related mortality
1859,CD013845,CD013845 v. 2.25 Memantine for autism spectrum disorder
1860,CD013862,CD013862 v. 1.16 Healthy eating interventions delivered in early childhood education and care settings for improving 
1861,CD013863,CD013863 v. 1.10 Psychological therapies delivered remotely for the management of chronic pain (excluding headache) i
1862,CD013871,CD013871 v. 3.6 Fecal microbiota transplantation for the treatment of recurrent iClostridioides difficilei (i
1863,CD013873,CD013873 v. 2.7 Caffeine dosing regimens in preterm infants with or at risk for apnea of prematurity
1864,CD013877,CD013877 v. 4.3 Interventions for the prevention of persistent post-COVID-19 olfactory dysfunction
1865,CD014201,CD014201 v. 1.13 Clotting factor concentrates for preventing bleeding and bleeding-related complications in previousl
1866,CD014257,CD014257 v. 8.0 Probiotics for treatment of chronic constipation in children
1867,CD014328,CD014328 v. 1.5 Arthroscopic surgery for degenerative knee disease (osteoarthritis including degenerative meniscal t
1868,CD014384,CD014384 v. 1.12 Antipsychotic dose reduction compared to dose continuation for people with schizophrenia
1869,CD014484,CD014484 v. 1.7 Low-dose oral misoprostol for induction of labour
1870,CD014513,CD014513 v. 0.33 Quality improvement strategies for diabetes careEffects on outcomes for adults living with diabete
1871,CD014592,CD014592 v. 1.10 Oestrogen therapy for treating pelvic organ prolapse in postmenopausal women
1872,CD014605,CD014605 v. 3.9 Digital technology for delivering and monitoring exercise programs for people with cystic fibrosis
1873,CD014606,CD014606 v. 1.10 Digital technology for early identification of exacerbations in people with cystic fibrosis
1874,CD014638,CD014638 v. 1.10 Dexrazoxane for preventing or reducing cardiotoxicity in adults and children with cancer receiving a
1875,CD014641,CD014641 v. 1.15 Impact of diagnostic strategies for tuberculosis using lateral flow urine lipoarabinomannan assay in
1876,CD014682,CD014682 v. 1.15 Antidepressants for pain management in adults with chronic pain a network meta-analysis
1877,CD014739,CD014739 v. 2.5 Antithrombotic therapy for ambulatory patients with multiple myeloma receiving immunomodulatory agen
1878,CD014758,CD014758 v. 1.15 Interventions for myopia control in children a living systematic review and network meta-analysis
1879,CD014788,CD014788 v. 1.17 Gonadotropin-releasing hormone analogues for endometriosis
1880,CD014789,CD014789 v. 1.35 Spinal cord stimulation for low back pain
1881,CD014799,CD014799 v. 1.14 Conservative interventions for managing urinary incontinence after prostate surgery
1882,CD014806,CD014806 v. 1.14 Sucrose analgesia for heel-lance procedures in neonates
1883,CD014816,CD014816 v. 1.18 Exercise as adjunctive therapy for systemic lupus erythematosus
1884,CD014821,CD014821 v. 4.6 Remote care through telehealth for people with inflammatory bowel disease
1885,CD014874,CD014874 v. 1.22 Interventions from pregnancy to two years after birth for parents experiencing complex post-traumati
1886,CD014876,CD014876 v. 2.5 Systemic opioids versus other analgesics and sedatives for postoperative pain in neonates
1887,CD014884,CD014884 v. 2.6 Intravenous immunoglobulin for the treatment of Kawasaki disease
1888,CD014887,CD014887 v. 1.27 Narrow band imaging versus white light cystoscopy alone for transurethral resection of non-muscle in
1889,CD014890,CD014890 v. 1.26 Vocabulary interventions for second language (L2) learners up to six years of age
1890,CD014989,CD014989 v. 5.5 Surgical decompression for malignant cerebral oedema after ischaemic stroke
1891,CD015016,CD015016 v. 2.15 Systemic opioid regimens for postoperative pain in neonates
1892,CD015017,CD015017 v. 6.4 Ivermectin for preventing and treating COVID-19
1893,CD015017,CD015017 v. 6.7 Ivermectin for preventing and treating COVID-19
1894,CD015031,CD015031 v. 1.21 Pars plana vitrectomy with internal limiting membrane flap versus pars plana vitrectomy with convent
1895,CD015045,CD015045 v. 1.19 Colchicine for the treatment of COVID-19
1896,CD015056,CD015056 v. 1.19 Opioids for procedural pain in neonates
1897,CD015078,CD015078 v. 0.5 Antiplatelet agents for the treatment of adults with COVID-19
1898,CD015091,CD015091 v. 1.7 Topical ophthalmic anesthetics for corneal abrasions
1899,CD015102,CD015102 v. 1.24 Prophylactic anticoagulants for non-hospitalised people with COVID-19
1900,CD015125,CD015125 v. 10.0 Inhaled corticosteroids for the treatment of COVID-19
1901,CD015133,CD015133 v. 1.12 Prebiotics to prevent necrotising enterocolitis in very preterm or very low birth weight infants
1902,CD015148,CD015148 v. 1.11 Local corticosteroid injection versus placebo for carpal tunnel syndrome
1903,CD015167,CD015167 v. 1.13 Hyperimmune immunoglobulin for people with COVID-19
1904,CD015171,CD015171 v. 1.4 Systemic pharmacological interventions for Mnires disease
1905,CD015179,CD015179 v. 1.7 Non-opioid analgesics for procedural pain in neonates
1906,CD015187,CD015187 v. 1.5 Pharmacological interventions for prophylaxis of vestibular migraine
1907,CD015207,CD015207 v. 0.4 Replacing salt with low-sodium salt substitutes (LSSS) for cardiovascular health in adults children
1908,CD015209,CD015209 v. 1.9 Janus kinase inhibitors for the treatment of COVID-19
